date_from,date_to,name,venue,country,category,discipline,calendar,class,email,website,logo
2023-09-17,2023-09-17,Campeonato del Caribe Junior IRR,,DOM,WJ,Road,AME,1.2,fdom.ciclismo@gmail.com,,
2023-09-17,2023-09-17,Campeonato del Caribe Junior IRR,,DOM,MJ,Road,AME,1.2,fdom.ciclismo@gmail.com,,
2023-09-17,2023-09-17,Internationales Radkriterium Wangen im Allgäu,,GER,ME,Road,EUR,CRTP,info@ru-wangen.de,,
2023-09-17,2023-09-17,Trofeo Matteotti,,ITA,ME,Road,EUR,1.1,ucifernandoperna@gmail.com,www.trofeomatteotti.com,
2023-09-17,2023-09-17,Ixina Gooikse Pijl P/B Lotto,,BEL,ME,Road,EUR,1.1,Steven@gooiksportief.be,http://www.gooiksportief.be/,
2023-09-17,2023-09-17,Grand Prix d'Isbergues - Pas de Calais,,FRA,ME,Road,EUR,1.1,jean-claude.willems@wanadoo.fr,http://www.gpisbergues.com,
2023-09-17,2023-09-17,Grote Prijs Rik Van Looy,,BEL,ME,Road,EUR,1.2,info@gprikvanlooy.be,www.gprikvanlooy.be,
2023-09-17,2023-09-17,Grand Prix International d'Isbergues - Pas de Calais Féminin,,FRA,WE,Road,EUR,1.2,jean-claude.willems@wanadoo.fr,www.gpisbergues.com,
2023-09-20,2023-09-20,Omloop van het HOUTLAND,,BEL,ME,Road,EUR,1.1,info@omloopvanhethoutland.be,www.omloopvanhethoutland.be,
2023-09-20,2023-09-24,Skoda Tour Luxembourg,,LUX,ME,Road,EUR,2.Pro,info@skodatour.lu,www.skodatour.lu,
2023-09-20,2023-09-24,UEC Road European Championships 2023 - Drenthe (NED),,NED,,Road,EUR,CC,administration@uec.ch,https://www.uec.ch/en/event/204/2023-uec-road-european-championships,
2023-09-23,2023-09-24,Tour of Binzhou,,CHN,ME,Road,ASI,2.2,admin@chncycling.com; tourofbinzhou@163.com,http://cycling.sport.org.cn/,
2023-09-23,2023-09-30,Petronas Le Tour de Langkawi,,MAS,ME,Road,ASI,2.Pro,mncf@mail.com,letourdelangkawi.my,
2023-09-24,2023-09-24,Paris-Chauny,,FRA,ME,Road,EUR,1.1,hello@parischauny.fr,www.parischauny.fr,
2023-09-24,2023-10-01,National Road Championships - Tunisia,,TUN,,Road,AFR,CN,admin@ftcyclisme.tn,www.ftcyclisme.tn,
2023-09-25,2023-09-30,Vuelta Ciclistica al Ecuador,,ECU,ME,Road,AME,2.2,secretaria@fec.ec,,
2023-09-26,2023-09-26,Ruota d'Oro - GP Festa del Perdono,,ITA,MU,Road,EUR,1.2U,ctbcomm@val.it,www.gpruotadoro.it,
2023-09-26,2023-10-01,Cro Race,,CRO,ME,Road,EUR,2.1,vladimir.miholjevic@tse.hr,www.crorace.com,
2023-09-27,2023-09-28,National Road Championship - Cuba,,CUB,,Road,AME,CN,panaci@enet.cu,,
2023-09-28,2023-09-28,Coppa Agostoni - Giro delle Brianze,,ITA,ME,Road,EUR,1.1,info@scsmobililissone.com,https://www.coppaagostoni.it/,
2023-09-28,2023-09-28,Circuit Franco-Belge,,BEL,ME,Road,EUR,1.Pro,circuitfrancobelge@skynet.be,www.eurometropoletour.com,
2023-09-28,2023-10-01,Tour of Istanbul,,TUR,ME,Road,EUR,2.2,info@tourofistanbul.com.tr; info@bisiklet.gov.tr,www.bisiklet.gov.tr,
2023-09-30,2023-09-30,Giro dell'Emilia,,ITA,ME,Road,EUR,1.Pro,info@gsemilia.it,www.gsemilia.it,
2023-09-30,2023-09-30,Giro dell'Emilia Internazionale Donne Elite,,ITA,WE,Road,EUR,1.Pro,info@gsemilia.it,www.gsemilia.it,
2023-09-30,2023-09-30,Oita Ikoinomichi Criterium,Oita City,JPN,ME,Road,ASI,CRT,sportyuti@city.oita.oita.jp,https://www.oita-cyclefes.com/,
2023-09-30,2023-09-30,Grand Prix Cerami,,BEL,ME,Road,EUR,1.2,secretariat@lesamyn.be,lesamyn.be,
2023-10-01,2023-10-01,National Road Championships - Switzerland (ITT),,SUI,,Road,EUR,CN,info@tds.ch,https://www.cycling-unlimited.ch/,
2023-10-01,2023-10-01,Il Lombardia Under 23,,ITA,MU,Road,EUR,1.2U,info@piccologirodilombardia.it; info@velocluboggiono.it,www.piccologirodilombardia.it,
2023-10-01,2023-10-01,Oita Urban Classic,,JPN,ME,Road,ASI,1.2,sportyuti@city.oita.oita.jp,https://www.oita-cyclefes.com/,
2023-10-01,2023-10-01,Tour de Vendée,,FRA,ME,Road,EUR,1.1,tourdevendee@gmail.com,tourdevendee.com,
2023-10-01,2023-10-01,Lotto Famenne Ardenne Classic,,BEL,ME,Road,EUR,1.1,laurentmars@hotmail.com,www.famenneardenneclassic.be,
2023-10-02,2023-10-02,Coppa Bernocchi - GP Banco BPM,,ITA,ME,Road,EUR,1.Pro,u.s.legnanese@virgilio.it,uslegnanese.it,
2023-10-03,2023-10-03,Binche - Chimay - Binche / Mémorial Frank Vandenbroucke,,BEL,ME,Road,EUR,1.1,jeanlucvdb@skynet.be; fhar@rtbf.be; isalou24@yahoo.fr,www.binche-tournai-binche.eu,
2023-10-03,2023-10-03,Binche Chimay Binche pour Dames,,BEL,WE,Road,EUR,1.1,jeanlucvdb@skynet.be,,
2023-10-03,2023-10-03,Tre Valli Varesine,,ITA,ME,Road,EUR,1.Pro,renzo.oldani@gmail.com;giaron@trevallivaresine.com,www.trevallivaresine.com,
2023-10-03,2023-10-03,Tre Valli Varesine Women's Race,,ITA,WE,Road,EUR,1.1,women@trevallivaresine.com,www.trevallivaresine.com,
2023-10-03,2023-10-03,Sparkassen Münsterland Giro,,GER,ME,Road,EUR,1.Pro,bergmann@stadt-muenster.de,www.sparkassen-muensterland-giro.de,
2023-10-03,2023-10-03,Grand Tour de Ciclismo de SC,,BRA,ME,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-03,2023-10-03,Grand Tour de Ciclismo de SC Femenina,,BRA,WE,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-03,2023-10-03,Coppa Citta' Di San Daniele,,ITA,ME,Road,EUR,1.2,UC.SANDANIELESI@YAHOO.IT,www.ucsandenielesi.com,
2023-10-03,2023-10-05,Asian Games Hangzhou Cycling - Road,,CHN,,Road,ASI,JC,Zhouyx@hangzhou2022.cn,https://www.hangzhou2022.cn/,
2023-10-03,2023-10-07,Grand Prix Chantal Biya,,CMR,ME,Road,AFR,2.2,fecacyclisme2013@yahoo.fr; yossihonore@yahoo.fr,,
2023-10-04,2023-10-04,Visit Friesland Elfstedenrace,,NED,ME,Road,EUR,1.1,thijs.rondhuis@gmail.com,,
2023-10-04,2023-10-04,GP Urubici de Ciclismo,,BRA,ME,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-04,2023-10-04,GP Urubici de Ciclismo Femenina,,BRA,WE,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-05,2023-10-05,GP Internacional de Ciclismo de Santa Catarina,,BRA,ME,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-05,2023-10-05,GP Internacional de Ciclismo de Santa Catarina Femenina,,BRA,WE,Road,AME,1.2,cbc@cbc.esp.br,www.cbc.esp.br,
2023-10-05,2023-10-05,Paris - Bourges,,FRA,ME,Road,EUR,1.1,laurent.planchon@wanadoo.fr,www.parisbourges.fr,
2023-10-05,2023-10-05,Gran Piemonte,,ITA,ME,Road,EUR,1.Pro,luca.papini@rcs.it,www.ilgranpiemonte.it,
2023-10-05,2023-10-09,Tour of Hainan,,CHN,ME,Road,ASI,2.Pro,tourofhainan@163.com,www.tourofhainan.com,
2023-10-06,2023-10-06,Tour de Kyushu Kokura Castle Criterium,,JPN,ME,Road,ASI,CRTP,contact2@tourdekyushu.asia,www.tourdekyushu.asia,
2023-10-07,2023-10-07,Il Lombardia,,ITA,ME,Road,UWT,1.UWT,stefano.allocchio@rcs.it,www.illombardia.it,
2023-10-07,2023-10-08,National Road Championships - Puerto Rico - IRR,,PUR,,Road,AME,CN,ismfuente@yahoo.com; fecipur@gmail.com,,
2023-10-07,2023-10-08,La Philippe Gilbert juniors,,BEL,MJ,Road,EUR,2.1,jeangilbert@hotmail.fr,www.philippegilbert.com,
2023-10-07,2023-10-09,Tour de Kyushu,,JPN,ME,Road,ASI,2.1,contact2@tourdekyushu.asia,www.tourdekyushu.asia,
2023-10-08,2023-10-08,Paris - Tours Elite,,FRA,ME,Road,EUR,1.Pro,tgouvenou@aso.fr,www.letour.fr,
2023-10-08,2023-10-08,Paris - Tours Espoirs,,FRA,MU,Road,EUR,1.2U,tgouvenou@aso.fr,www.letour.fr,
2023-10-08,2023-10-15,Presidential Cycling Tour of Türkiye,,TUR,ME,Road,EUR,2.1,info@bisiklet.gov.tr,www.tourofturkey.org.tr,
2023-10-09,2023-10-11,Jelajah Malaysia,,MAS,ME,Road,ASI,2.2,jelajahmalaysia@mail.com,http://mncf.org.my/mncf,
2023-10-10,2023-10-11,Tour of Wenzhou Women's International Road Race,,CHN,WE,Road,ASI,2.2,admin@chncycling.com,,
2023-10-11,2023-10-11,Giro del Veneto,,ITA,ME,Road,EUR,1.Pro,INFO@VENTUROSPORT.COM,VENTUROSPORT.COM,
2023-10-12,2023-10-14,Tour of Chongming Island,,CHN,WE,Road,MON,2.WWT,admin@chncycling.com; shcmhds@vip.163.com,,
2023-10-12,2023-10-15,Vuelta Internacional Femenina a Costa Rica,,CRC,WE,Road,AME,2.2,fecoci@fecoci.net,www.fecoci.net,
2023-10-12,2023-10-17,Gree-Tour of Guangxi,,CHN,ME,Road,UWT,2.UWT,yinyushan@wanda.cn,http://www.tourofguangxi.com.cn,
2023-10-14,2023-10-14,Japan Cup Criterium,"Utsunomiya City, Tochigi",JPN,ME,Road,ASI,CRTP,japan-cup@city.utsunomiya.tochigi.jp,www.japancup.gr.jp,
2023-10-14,2023-10-14,Caribbean Road Championships - ME ITT,,FRA,ME,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-14,2023-10-14,Caribbean Road Championships - WE ITT,,FRA,WE,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-14,2023-10-14,Caribbean Road Championships - WU ITT,,FRA,WU,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-14,2023-10-15,National Road Championsips - Cyprus (MU-WU),,CYP,,Road,EUR,CN,ccf@cytanet.com.cy,,
2023-10-14,2023-10-17,Trans-Himalaya Cycling Race,,CHN,ME,Road,ASI,2.2,admin@chncycling.com;1499349718@qq.com,http://cycling.sport.org.cn/,
2023-10-15,2023-10-15,Japan Cup Cycle Road Race,,JPN,ME,Road,ASI,1.Pro,japan-cup@city.utsunomiya.tochigi.jp,www.japancup.gr.jp,
2023-10-15,2023-10-15,Chrono des Nations,,FRA,MU,Road,EUR,1.2U,contact@chronodesnations.com,www.chronodesnations.com,
2023-10-15,2023-10-15,Chrono des Nations,,FRA,MJ,Road,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com,
2023-10-15,2023-10-15,Chrono des Nations,,FRA,WE,Road,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com,
2023-10-15,2023-10-15,Chrono des Nations,,FRA,WJ,Road,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com,
2023-10-15,2023-10-15,Veneto Classic,,ITA,ME,Road,EUR,1.Pro,INFO@VENTUROSPORT.COM,VENTUROSPORT.COM,
2023-10-15,2023-10-15,Chrono des Nations,,FRA,ME,Road,EUR,1.1,contact@chronodesnations.com,www.chronodesnations.com,
2023-10-15,2023-10-15,Caribbean Road Championships -WE IRR,,FRA,WE,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-15,2023-10-15,Caribbean Road Championships - WU IRR,,FRA,WU,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-15,2023-10-15,Caribbean Road Championships - ME IRR,,FRA,ME,Road,AME,1.2,crcg-compta@outlook.com,www.guadeloupecyclisme.com,
2023-10-17,2023-10-17,Tour of Guangxi,,CHN,WE,Road,MON,1.WWT,yinyushan@wanda.cn,,
